date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2024-04-03,0050,5042947,799119313,158.65,158.9,157.8,158.55,-1.1,10098
2024-04-08,0050,6124837,976164820,158.65,159.85,158.55,159.45,0.9,12306
2024-04-09,0050,9043462,1465418271,160.0,163.35,159.9,163.25,3.8,15355
2024-04-10,0050,5731265,933773619,162.75,163.3,162.45,163.0,-0.25,12106
2024-04-11,0050,4677727,758087448,162.05,162.5,161.65,162.5,-0.5,9606
2024-04-12,0050,6129174,994740991,162.6,162.8,161.95,162.1,-0.4,7404
2024-04-15,0050,8727145,1397288443,160.25,160.55,159.6,160.0,-2.1,20071
2024-04-16,0050,18674686,2914071977,158.3,158.3,154.75,155.65,-4.35,39767
2024-04-17,0050,8077871,1267652543,155.95,157.7,155.9,157.4,1.75,10186
2024-04-18,0050,6903163,1087753112,156.35,158.95,155.8,158.95,1.55,8741
2024-04-19,0050,33785973,5120010612,154.1,154.15,149.5,150.9,-8.05,63456
2024-04-22,0050,9992734,1505959931,150.4,151.75,149.7,150.45,-0.45,18339
2024-04-23,0050,5718650,868908321,152.15,152.45,151.3,151.9,1.45,7971
2024-04-24,0050,8082060,1258539965,154.0,156.5,154.0,156.35,4.45,9579
2024-04-25,0050,5279800,811673254,154.1,154.45,153.25,153.5,-2.85,13893
2024-04-26,0050,6054296,945852784,156.0,156.8,155.5,156.0,2.5,7970
2024-04-29,0050,8135962,1289630787,157.3,159.1,157.3,158.8,2.8,10501
2024-04-30,0050,4792141,761950562,158.6,159.35,158.25,158.25,-0.55,6586
2024-05-02,0050,6666498,1042279767,157.35,157.35,156.0,156.15,-2.1,12625
2024-05-03,0050,5935465,936184397,158.55,158.65,156.45,156.95,0.8,6876
2024-05-06,0050,9032607,1441651437,159.0,160.15,159.0,159.2,2.25,12931
2024-05-07,0050,6699483,1072604883,160.25,160.55,159.5,160.1,0.9,9146
2024-05-08,0050,6345930,1017586029,160.0,160.8,159.65,160.7,0.6,7563
2024-05-09,0050,5285856,850455689,160.75,161.25,160.4,160.5,-0.2,5952
2024-05-10,0050,10192376,1644984436,161.25,162.1,160.55,161.65,1.15,11494
2024-05-13,0050,9642900,1576521176,163.35,163.9,162.95,163.3,1.65,12460
2024-05-14,0050,8291028,1358012114,163.2,164.45,162.7,164.4,1.1,9897
2024-05-15,0050,15243403,2541851885,165.6,167.85,165.5,166.65,2.25,18162
2024-05-16,0050,12586120,2119619590,168.95,169.75,167.1,167.45,0.8,12459
2024-05-17,0050,5039743,842406145,167.55,167.7,166.7,167.25,-0.2,8291
2024-05-20,0050,7278652,1212643672,167.25,167.4,165.3,167.2,-0.05,13023
2024-05-21,0050,4588315,764313254,166.4,167.15,165.85,167.0,-0.2,6790
2024-05-22,0050,6928097,1171910569,167.2,170.0,167.2,170.0,3.0,10448
2024-05-23,0050,6656188,1137393249,170.3,171.45,170.0,171.3,1.3,11169
2024-05-24,0050,3877932,660238032,169.3,170.8,169.3,170.6,-0.7,6487
2024-05-27,0050,6149922,1062472354,171.75,173.4,171.75,172.95,2.35,12001
2024-05-28,0050,5835433,1009317540,172.95,173.4,172.5,173.2,0.25,8245
2024-05-29,0050,7402741,1268475158,172.45,172.5,170.55,170.85,-2.35,14406
2024-05-30,0050,10376879,1745935737,168.0,169.0,167.7,167.9,-2.95,23558
2024-05-31,0050,9114336,1525397907,168.25,168.9,166.0,166.0,-1.9,18205
2024-06-03,0050,9475689,1600550183,168.65,169.75,167.3,169.55,3.55,12509
2024-06-04,0050,8753452,1465081642,168.75,168.75,166.5,166.85,-2.7,18696
2024-06-05,0050,4935163,827016285,167.4,168.8,166.15,168.45,1.6,11328
2024-06-06,0050,18069198,3139162083,172.75,174.6,172.65,174.2,5.75,19789
2024-06-07,0050,7113014,1229550638,173.3,173.4,172.4,172.85,-1.35,10518
2024-06-11,0050,11261872,1954032447,173.15,174.25,172.9,173.3,0.45,12407
2024-06-12,0050,8173366,1431691938,173.3,176.45,173.3,176.4,3.1,11978
2024-06-13,0050,16739748,2995817069,178.9,180.5,177.8,178.95,2.55,17606
2024-06-14,0050,6902361,1236103031,178.95,180.0,177.8,180.0,1.05,11630
2024-06-17,0050,8638429,1551547565,179.2,180.45,178.8,180.0,0.0,14693
2024-06-18,0050,7029339,1284103308,182.5,183.05,182.0,183.0,3.0,12087
2024-06-19,0050,26118499,4893505250,184.75,188.9,184.75,187.95,4.95,27903
2024-06-20,0050,11887892,2243620224,187.95,189.75,187.8,189.75,1.8,15551
2024-06-21,0050,10830757,2036270941,187.1,189.2,186.95,188.6,-1.15,17027
2024-06-24,0050,14671365,2705763066,186.5,186.5,183.55,184.0,-4.6,32170
2024-06-25,0050,13774562,2513790496,181.95,183.9,180.8,183.9,-0.1,20594
2024-06-26,0050,9269483,1718526283,184.95,186.1,184.25,185.35,1.45,11194
2024-06-27,0050,6508242,1199247562,183.6,185.3,183.4,185.3,-0.05,8578
2024-06-28,0050,4455951,830033644,185.3,187.4,184.65,186.45,1.15,7487
2024-07-01,0050,7681395,1437551892,186.55,188.05,186.25,186.6,0.15,11579
2024-07-02,0050,5882791,1090850183,185.95,186.75,184.5,185.35,-1.25,11238
2024-07-03,0050,6787428,1270770925,187.6,187.6,186.4,187.6,2.25,8862
2024-07-04,0050,13513209,2592032676,190.6,192.65,190.6,192.5,4.9,17096
2024-07-05,0050,10250583,1969313776,192.6,192.85,191.55,191.8,-0.7,14725
2024-07-08,0050,17999450,3538290906,191.9,198.5,191.85,197.85,6.05,20267
2024-07-09,0050,16177507,3201844493,197.45,200.05,195.45,197.65,-0.2,18605
2024-07-10,0050,7807965,1537696021,196.95,198.4,195.0,198.35,0.7,16630
2024-07-11,0050,10435774,2105367679,200.65,202.8,200.0,202.75,4.4,15095
2024-07-12,0050,16267539,3207781338,198.2,198.35,196.0,196.35,-6.4,43004
2024-07-15,0050,10323853,2034933297,197.65,198.1,196.1,196.7,0.35,16684
2024-07-16,0050,13731487,2710925011,196.55,199.0,196.0,196.85,0.0,16165
2024-07-17,0050,15694924,3059326947,196.4,196.5,193.6,194.1,-2.75,31123
2024-07-18,0050,19796818,3754498885,188.6,190.9,188.2,190.6,-3.5,39463
2024-07-19,0050,18436231,3456363627,188.75,189.0,186.2,186.25,-4.35,43183
2024-07-22,0050,23474914,4268806758,185.4,185.4,180.05,180.7,-5.55,48514
2024-07-23,0050,13180830,2437876621,183.7,186.3,183.7,186.3,5.6,18100
2024-07-26,0050,29164975,5210021472,178.05,179.45,177.1,179.0,-7.3,61517
2024-07-29,0050,10574343,1915739406,181.8,182.0,179.95,180.6,1.6,16228
2024-07-30,0050,14007149,2507019649,179.25,181.3,177.5,180.6,0.0,22564
2024-07-31,0050,9530148,1715165757,178.85,181.15,178.6,180.85,0.25,12645
2024-08-01,0050,14525195,2671260519,185.0,185.1,182.7,184.0,3.15,14649
2024-08-02,0050,32816025,5798178503,178.15,178.9,174.7,174.7,-9.3,68966
2024-08-05,0050,61002329,9893076101,166.65,166.65,158.4,158.75,-15.95,111467
2024-08-06,0050,65342352,10883521675,167.3,170.4,160.8,167.5,8.75,54758
2024-08-07,0050,32751044,5650132811,169.85,174.75,169.0,174.15,6.65,29003
2024-08-08,0050,26852782,4585081468,171.05,172.4,169.0,170.55,-3.6,29484
2024-08-09,0050,24121860,4242663929,175.0,176.9,174.5,175.85,5.3,21088
2024-08-12,0050,18188036,3246767115,177.25,179.8,177.25,178.05,2.2,18552
2024-08-13,0050,11257895,2010945566,179.3,179.5,178.0,178.5,0.45,12862
2024-08-14,0050,19282599,3487274230,180.35,181.85,179.95,180.75,2.25,16415
2024-08-15,0050,12003834,2160883722,180.6,181.0,179.05,179.35,-1.4,16847
2024-08-16,0050,13980972,2561360342,183.0,183.65,182.35,183.4,4.05,17837
2024-08-19,0050,9763635,1795724975,183.5,184.7,183.15,183.65,0.25,13639
2024-08-20,0050,11135615,2053096490,184.6,185.2,183.7,183.75,0.1,12633
2024-08-21,0050,12259979,2233167204,183.0,183.05,181.45,181.8,-1.95,17575
2024-08-22,0050,5716778,1035514934,182.1,182.6,180.35,180.85,-0.95,11371
2024-08-23,0050,8316460,1497506580,179.0,181.35,178.9,180.95,0.1,11394
2024-08-26,0050,11798725,2149783996,182.4,183.4,180.8,181.25,0.3,13941
2024-08-27,0050,5626648,1014124826,180.4,180.9,179.75,180.45,-0.8,8817
2024-08-28,0050,5848299,1061370161,180.5,183.0,179.85,183.0,2.55,8787
2024-08-29,0050,11314146,2040580617,179.5,181.15,179.15,180.5,-2.5,15918
2024-08-30,0050,8281952,1501858594,180.95,182.05,180.65,181.35,0.85,9587
2024-09-02,0050,8406621,1522822665,181.9,182.45,180.5,180.85,-0.5,11557
2024-09-03,0050,9951882,1796839463,181.0,181.5,179.7,180.05,-0.8,10334
2024-09-04,0050,34040370,5856531211,171.0,173.8,170.0,171.25,-8.8,76198
2024-09-05,0050,9617832,1667185291,172.85,174.65,171.75,172.3,1.05,19940
2024-09-06,0050,8941475,1556560053,173.0,174.9,171.85,174.75,2.45,13003
2024-09-09,0050,16353482,2796547163,170.4,172.1,170.3,172.05,-2.7,27362
2024-09-10,0050,9866281,1698214149,173.4,173.4,171.15,172.35,0.3,16346
2024-09-11,0050,5427964,933696240,172.35,172.5,171.5,171.85,-0.5,11868
2024-09-12,0050,16337565,2900529886,176.1,178.65,176.1,178.3,6.45,15442
2024-09-13,0050,4775976,852453956,179.0,179.35,177.85,178.4,0.1,8283
2024-09-16,0050,6206362,1109655765,178.6,179.2,178.3,178.75,0.35,11707
2024-09-18,0050,9649985,1713884250,178.5,179.1,176.55,177.85,-0.9,14610
2024-09-19,0050,8553792,1532937205,178.0,180.2,177.0,180.15,2.3,10740
2024-09-20,0050,14311332,2620276842,183.1,184.1,182.45,182.45,2.3,16087
2024-09-23,0050,8294604,1519352609,182.55,183.65,182.55,183.25,0.8,9881
2024-09-24,0050,10476465,1921213429,183.2,185.0,182.1,185.0,1.75,12024
2024-09-25,0050,12464313,2339725240,187.7,188.0,187.35,187.75,2.75,15933
2024-09-26,0050,17369543,3290621957,189.6,190.0,188.75,189.3,1.55,15267
2024-09-27,0050,11999510,2280157942,190.2,191.25,188.6,188.9,-0.4,15599
2024-09-30,0050,14461065,2678744441,186.55,187.2,183.95,183.95,-4.95,32756
2024-10-01,0050,9883064,1816503951,183.9,184.6,183.35,183.6,-0.35,12966
2024-10-04,0050,9244059,1702224459,184.0,185.3,183.0,183.6,0.0,11633
2024-10-07,0050,13993911,2620896326,185.8,188.2,185.8,188.15,4.55,16827
2024-10-08,0050,9953432,1856111985,186.95,187.35,185.5,187.25,-0.9,13785
2024-10-09,0050,11860866,2249761001,189.0,190.2,189.0,189.0,1.75,13173
2024-10-11,0050,13197709,2531453621,189.05,192.8,189.05,192.15,3.15,19523
2024-10-14,0050,10725917,2062002537,192.1,192.9,190.95,192.3,0.15,13790
2024-10-15,0050,15738243,3078566625,193.0,196.6,193.0,196.4,4.1,21261
2024-10-16,0050,18604770,3594464975,192.45,195.3,191.65,193.0,-3.4,22549
2024-10-17,0050,9936801,1916758932,194.0,194.1,191.9,193.3,0.3,11424
2024-10-18,0050,33596096,6693832518,199.3,200.2,197.25,198.1,4.8,28236
2024-10-21,0050,13716495,2730957583,199.05,199.95,198.0,198.05,-0.05,14559
2024-10-22,0050,8995727,1768962781,197.2,197.3,195.35,197.3,-0.75,14274
2024-10-23,0050,10050673,1970225174,196.7,196.9,195.65,196.0,-1.3,16526
2024-10-24,0050,8642395,1691119396,196.0,196.7,194.5,194.8,-1.2,13537
2024-10-25,0050,12961246,2539355383,195.0,196.55,195.0,196.4,1.6,14768
2024-10-28,0050,11929580,2342986159,197.9,198.15,194.95,196.05,-0.35,15575
2024-10-29,0050,26008937,4977323977,193.25,193.25,190.2,191.5,-4.55,42384
2024-10-30,0050,14531256,2800185309,192.95,194.05,191.5,191.8,0.3,15214
2024-11-01,0050,21072030,3965634116,186.15,190.55,185.95,190.5,-1.3,31562
2024-11-04,0050,7681874,1474449161,191.05,193.2,190.8,192.95,2.45,11801
2024-11-05,0050,10565332,2040466889,191.55,194.7,191.4,193.65,0.7,14343
2024-11-06,0050,17354391,3397786573,194.05,198.05,193.5,195.2,1.55,18071
2024-11-07,0050,13976813,2750927967,194.9,198.05,194.5,197.45,2.25,14323
2024-11-08,0050,13571143,2705315142,199.4,200.0,198.7,199.0,1.55,16136
2024-11-11,0050,12949097,2560817180,198.85,199.1,196.8,199.1,0.1,17586
2024-11-12,0050,28057434,5468639517,195.2,195.85,194.0,194.0,-5.1,39491
2024-11-13,0050,9953901,1922523282,193.85,194.0,192.5,192.75,-1.25,18957
2024-11-14,0050,13318035,2545708981,192.3,192.5,190.1,191.0,-1.75,27052
2024-11-15,0050,7809314,1498319372,192.05,192.85,190.85,192.35,1.35,12724
2024-11-18,0050,14637016,2782796886,191.45,191.7,189.6,189.65,-2.7,30023
2024-11-19,0050,7932841,1521783388,190.7,192.95,190.2,192.25,2.6,10221
2024-11-20,0050,12509186,2397920219,192.8,193.35,190.75,191.45,-0.8,18191
2024-11-21,0050,17071862,3229874487,190.0,190.15,188.6,189.35,-2.1,29777
2024-11-22,0050,8291408,1596363592,191.1,193.2,191.1,193.05,3.7,9571
2024-11-25,0050,8215118,1589824232,194.7,194.75,192.25,192.35,-0.7,12809
2024-11-26,0050,12427002,2355927309,190.1,190.3,188.8,189.85,-2.5,25427
2024-11-27,0050,15890418,2989774035,189.15,189.45,187.0,187.1,-2.75,41258
2024-11-28,0050,14338446,2672826402,187.0,187.1,185.45,186.8,-0.3,27682
2024-11-29,0050,8696529,1622080954,184.95,188.0,184.5,187.25,0.45,14805
2024-12-02,0050,11039116,2105997780,188.5,191.7,188.5,191.7,4.45,17051
2024-12-03,0050,10613810,2062838140,194.3,194.85,193.75,194.3,2.6,14838
2024-12-04,0050,6981025,1360361466,194.7,195.45,194.05,195.45,1.15,11599
2024-12-05,0050,8091796,1588234113,195.75,196.6,195.65,196.5,1.05,15278
2024-12-06,0050,7203008,1411191752,196.5,196.7,195.0,195.75,-0.75,12998
2024-12-09,0050,4897438,959977330,196.15,196.25,195.7,196.0,0.25,9793
2024-12-10,0050,4950048,966839709,195.75,196.45,194.55,194.6,-1.4,14250
2024-12-11,0050,7388704,1427429869,193.0,194.25,192.6,192.9,-1.7,18025
2024-12-12,0050,5328062,1039959396,194.9,195.75,194.45,195.15,2.25,7996
2024-12-13,0050,4804284,936677363,194.65,195.6,194.1,195.3,0.15,8334
2024-12-16,0050,7781281,1531123945,197.0,197.65,195.75,196.1,0.8,14824
2024-12-17,0050,9712168,1918075240,197.1,198.05,196.75,197.1,1.0,10942
2024-12-18,0050,6885343,1354882552,196.8,197.85,195.6,197.1,0.0,9838
2024-12-19,0050,14093163,2737184393,194.35,194.8,193.55,194.4,-2.7,25190
2024-12-20,0050,12318276,2374265742,193.75,193.75,192.0,192.6,-1.8,31645
2024-12-23,0050,11989317,2355441818,194.7,197.3,194.5,197.25,4.65,17111
2024-12-24,0050,8651119,1714309024,198.5,199.1,197.5,197.8,0.55,10906
2024-12-25,0050,6345182,1256839477,198.5,198.5,197.45,198.4,0.6,11290
2024-12-26,0050,5000930,991798012,198.4,198.5,198.0,198.25,-0.15,7692
2024-12-27,0050,7419893,1473166055,197.6,199.05,197.3,198.9,0.65,10934
2024-12-30,0050,8999312,1783577316,198.15,198.65,197.65,197.8,-1.1,11214
2024-12-31,0050,8290222,1625749078,196.7,196.9,195.6,195.75,-2.05,11738
